username,tweetcreatedts,text,tweet_clean,tweet_english
nanarenj,2021-12-16 23:10:40,"Namun, disisi lain.. ringannya gejala #omicron dan penularan yg lebih cepat malah diartikan beberapa ilmuwan ini merupakan akhir dari pandemi, karena virus melemah dan malah akan membuat peningkatan kekebalan alami.. kita lihat saja bagaimana di UK ya..","Namun, disisi lain.. ringannya gejala dan penularan yg lebih cepat malah diartikan beberapa ilmuwan ini merupakan akhir dari pandemi, karena virus melemah dan malah akan membuat peningkatan kekebalan alami.. kita lihat saja bagaimana di UK ya..","However, on the other hand ... the symptoms of symptoms and transmission that faster is actually interpreted by some scientists this is the end of a pandemic, because the virus weakens and instead will make an increase in natural immunity .. We just see how in the UK ..."
HLasanto,2021-12-16 23:10:30,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
windaawnd,2021-12-16 23:10:17,"Kalo ringan dan kematian #omicron rendah mengapa harus khawatir? Yg menjadi masalah, dengan penularan yg lebih tinggi dari delta, maka orang akan sakit secara bersama2.  Orang tua,muda,dengan komorbid, belum vaksin. Maka ini akan meningkatkan kebutuhan RS.","Kalo ringan dan kematian rendah mengapa harus khawatir? Yg menjadi masalah, dengan penularan yg lebih tinggi dari delta, maka orang akan sakit secara bersama2. Orang tua,muda,dengan komorbid, belum vaksin. Maka ini akan meningkatkan kebutuhan RS.","If it's light and low death why should you worry?The problem is, with transmission higher than Delta, then people will be sick together.Parents, young, with comorbid, not vaccine.Then this will increase the needs of the hospital."
NuchaNC,2021-12-16 23:10:11,"Namun, disisi lain.. ringannya gejala #omicron dan penularan yg lebih cepat malah diartikan beberapa ilmuwan ini merupakan akhir dari pandemi, karena virus melemah dan malah akan membuat peningkatan kekebalan alami.. kita lihat saja bagaimana di UK ya..","Namun, disisi lain.. ringannya gejala dan penularan yg lebih cepat malah diartikan beberapa ilmuwan ini merupakan akhir dari pandemi, karena virus melemah dan malah akan membuat peningkatan kekebalan alami.. kita lihat saja bagaimana di UK ya..","However, on the other hand ... the symptoms of symptoms and transmission that faster is actually interpreted by some scientists this is the end of a pandemic, because the virus weakens and instead will make an increase in natural immunity .. We just see how in the UK ..."
Kembanggopala,2021-12-16 23:10:06,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
honeyfaye,2021-12-16 23:09:50,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
nanarenj,2021-12-16 23:09:42,"Penelitian di Hongkong menunjukkan jumlah #omicron pada saluran napas &gt;70x lipat dibanding delta sehingga penularan lebih hebat, namun jumlahnya pada organ paru &lt;10x pada delta. Sehingga peradangan pada paru menjadi lebih ringan. https://t.co/Wjh4XtqBGD","Penelitian di Hongkong menunjukkan jumlah pada saluran napas &gt;70x lipat dibanding delta sehingga penularan lebih hebat, namun jumlahnya pada organ paru &lt;10x pada delta. Sehingga peradangan pada paru menjadi lebih ringan.","Research in Hong Kong shows the amount on the airway & gt; 70x folding compared to deltas so that transmission is more powerful, but the number is in the pulmonary organs & lt; 10x in delta.So that inflammation in the lung becomes lighter."
Hellaw11,2021-12-16 23:09:21,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
fifsuzi,2021-12-16 23:09:18,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
Vincaroseas,2021-12-16 23:09:06,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
ardian1972,2021-12-16 23:08:45,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
r1mahmud,2021-12-16 23:08:34,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
sayektipurwa,2021-12-16 23:08:03,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
risaorchid,2021-12-16 23:07:57,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
dihyoo,2021-12-16 23:07:56,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
DreamingNikola,2021-12-16 23:07:50,"Namun, disisi lain.. ringannya gejala #omicron dan penularan yg lebih cepat malah diartikan beberapa ilmuwan ini merupakan akhir dari pandemi, karena virus melemah dan malah akan membuat peningkatan kekebalan alami.. kita lihat saja bagaimana di UK ya..","Namun, disisi lain.. ringannya gejala dan penularan yg lebih cepat malah diartikan beberapa ilmuwan ini merupakan akhir dari pandemi, karena virus melemah dan malah akan membuat peningkatan kekebalan alami.. kita lihat saja bagaimana di UK ya..","However, on the other hand ... the symptoms of symptoms and transmission that faster is actually interpreted by some scientists this is the end of a pandemic, because the virus weakens and instead will make an increase in natural immunity .. We just see how in the UK ..."
putrihanjani,2021-12-16 23:07:50,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
lulanalaluna,2021-12-16 23:07:44,"Namun, disisi lain.. ringannya gejala #omicron dan penularan yg lebih cepat malah diartikan beberapa ilmuwan ini merupakan akhir dari pandemi, karena virus melemah dan malah akan membuat peningkatan kekebalan alami.. kita lihat saja bagaimana di UK ya..","Namun, disisi lain.. ringannya gejala dan penularan yg lebih cepat malah diartikan beberapa ilmuwan ini merupakan akhir dari pandemi, karena virus melemah dan malah akan membuat peningkatan kekebalan alami.. kita lihat saja bagaimana di UK ya..","However, on the other hand ... the symptoms of symptoms and transmission that faster is actually interpreted by some scientists this is the end of a pandemic, because the virus weakens and instead will make an increase in natural immunity .. We just see how in the UK ..."
one_ted,2021-12-16 23:07:36,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
DreamingNikola,2021-12-16 23:07:33,"Saat ini lebih dari 4000 pasien #omicron di rawat di RS Afrika Selatan. Kabar baiknya 90 persen tidak memakai oksigen tambahan, dan banyak yg tidak bergejala namun dirawat karena memiliki penyakit lainnya.","Saat ini lebih dari pasien di rawat di RS Afrika Selatan. Kabar baiknya persen tidak memakai oksigen tambahan, dan banyak yg tidak bergejala namun dirawat karena memiliki penyakit lainnya.","At present more than patients are treated at South Africa Hospital.The good news percent do not use additional oxygen, and many are not symptomatic but treated for other diseases."
lulanalaluna,2021-12-16 23:07:33,"Data menunjukkan puncak grafik #omicron bisa dicapai dalam 3-4 minggu, sedangkan kita bisa mencapai puncak grafik Delta kemarin selama kurang lebih 6-8 minggu. Bisa dibayangkan betapa kacaunya apabila ini terjadi..","Data menunjukkan puncak grafik bisa dicapai dalam $NUMBER$ minggu, sedangkan kita bisa mencapai puncak grafik Delta kemarin selama kurang lebih $NUMBER$ minggu. Bisa dibayangkan betapa kacaunya apabila ini terjadi..","Data shows the peak of the graph can be achieved in $ number $ week, while we can reach the top of the delta chart yesterday for approximately $ number $ week.You can imagine how geld is if this happens ..."
DreamingNikola,2021-12-16 23:07:24,"Kalo ringan dan kematian #omicron rendah mengapa harus khawatir? Yg menjadi masalah, dengan penularan yg lebih tinggi dari delta, maka orang akan sakit secara bersama2.  Orang tua,muda,dengan komorbid, belum vaksin. Maka ini akan meningkatkan kebutuhan RS.","Kalo ringan dan kematian rendah mengapa harus khawatir? Yg menjadi masalah, dengan penularan yg lebih tinggi dari delta, maka orang akan sakit secara bersama2. Orang tua,muda,dengan komorbid, belum vaksin. Maka ini akan meningkatkan kebutuhan RS.","If it's light and low death why should you worry?The problem is, with transmission higher than Delta, then people will be sick together.Parents, young, with comorbid, not vaccine.Then this will increase the needs of the hospital."
lulanalaluna,2021-12-16 23:07:21,"Kalo ringan dan kematian #omicron rendah mengapa harus khawatir? Yg menjadi masalah, dengan penularan yg lebih tinggi dari delta, maka orang akan sakit secara bersama2.  Orang tua,muda,dengan komorbid, belum vaksin. Maka ini akan meningkatkan kebutuhan RS.","Kalo ringan dan kematian rendah mengapa harus khawatir? Yg menjadi masalah, dengan penularan yg lebih tinggi dari delta, maka orang akan sakit secara bersama2. Orang tua,muda,dengan komorbid, belum vaksin. Maka ini akan meningkatkan kebutuhan RS.","If it's light and low death why should you worry?The problem is, with transmission higher than Delta, then people will be sick together.Parents, young, with comorbid, not vaccine.Then this will increase the needs of the hospital."
lulanalaluna,2021-12-16 23:06:44,"Mutasi umumnya terjadi pada negara yg jumlah imunitas warganya rendah.. pada kasus ini Afrika Selatan, tinggi kasus HIVnya dan tingkat vaksinnya rendah.. mutasi #Omicron terbentuk dipengaruhi virus yg lain..","Mutasi umumnya terjadi pada negara yg jumlah imunitas warganya rendah.. pada kasus ini Afrika Selatan, tinggi kasus HIVnya dan tingkat vaksinnya rendah.. mutasi terbentuk dipengaruhi virus yg lain..",Mutations generally occur in countries with low citizens' immunity
fahs___,2021-12-16 23:06:35,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
dara_ynita,2021-12-16 23:06:33,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
lulanalaluna,2021-12-16 23:06:30,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
imziyy,2021-12-16 23:06:01,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
AfadhaIzzah,2021-12-16 23:05:56,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
nurakhmadnova,2021-12-16 23:05:41,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
kumlothers,2021-12-16 23:05:22,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
wix95,2021-12-16 23:05:06,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
